subject_id,session_id,run_id,dvars_nstd,dvars_std,dvars_vstd,efc,fber,fd_mean,fd_num,fd_perc,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,gcor,gsr_x,gsr_y,m_tsnr,outlier,qc_type,quality,size_t,size_x,size_y,size_z,snr,spacing_tr,spacing_x,spacing_y,spacing_z,summary_mean_bg,summary_mean_fg,summary_p05_bg,summary_p05_fg,summary_p95_bg,summary_p95_fg,summary_stdv_bg,summary_stdv_fg
sub-6,0,task-objectviewing_run-02,47.7322291214,1.40109724083,1.06934429475,0.557048261141,40.0498580933,0.0634410645912,0,0.0,12.4102,12.3757,13.5951,11.3601,0.0155184584216,0.0546392090619,0.0459319874644,67.5321426392,0.00723115702479,func,0.00290226983471,121,40,64,64,2.63689222891,2.5,3.5,3.75,3.75,149.960983276,1410.41589355,10.0685947418,460.185943604,550.085101318,2272.5949707,188.419189453,569.140991211
sub-6,0,task-objectviewing_run-03,55.4034152671,1.49775356642,1.12720636392,0.559380381431,40.2083244324,0.0964554429688,0,0.0,13.2979,13.1945,14.5167,12.2768,0.018727458213,0.0564520284534,0.0467411614954,61.5855712891,0.0128100826446,func,0.00350622239669,121,40,64,64,2.56603598697,2.5,3.5,3.75,3.75,150.471466064,1384.23547363,3.31570239067,445.295834351,541.076025391,2255.43955078,184.564941406,574.534667969
sub-6,0,task-objectviewing_run-04,63.6119475841,1.57632505767,1.13486846992,0.560867444692,41.2388267517,0.130616773962,0,0.0,14.2056,14.0089,15.4169,13.2733,0.019649401184,0.0606810972095,0.0444984734058,61.5307846069,0.0128238016529,func,0.00345561305785,121,40,64,64,2.49850057176,2.5,3.5,3.75,3.75,147.648788452,1360.25695801,1.04132223129,429.940472412,521.840475464,2240.95859375,178.150283813,579.95501709
sub-6,0,task-objectviewing_run-05,66.3905348301,1.55082468742,1.09904970908,0.560950483526,42.3085823059,0.141938847113,0,0.0,14.2643,14.0778,15.5638,13.2465,0.0228511912764,0.061381958425,0.0450715646148,57.8207550049,0.0109504958678,func,0.0038327977686,121,40,64,64,2.50038704617,2.5,3.5,3.75,3.75,145.689376831,1358.03857422,1.33057844639,430.326431274,512.302435303,2236.96691895,174.979049683,578.696899414
sub-6,0,task-objectviewing_run-06,68.2434588593,1.498247392,1.06011582792,0.563049261176,41.2113990784,0.133764348862,0,0.0,15.2132,14.8842,16.5022,14.3348,0.0201618178817,0.0647587478161,0.0455844812095,52.8112564087,0.00909834710744,func,0.00408874809917,121,40,64,64,2.45325939391,2.5,3.5,3.75,3.75,147.526702881,1338.98339844,1.71239666939,417.29503479,512.923950195,2224.05280762,175.087432861,582.21673584
sub-6,0,task-objectviewing_run-07,68.4838040037,1.44010939542,1.05546976083,0.563027911203,41.5408821106,0.133088469341,0,0.0,15.2095,14.8572,16.5684,14.2932,0.0184902691644,0.0647976398468,0.0458116605878,56.5464172363,0.00855396694215,func,0.0037746492562,121,40,64,64,2.45531898694,2.5,3.5,3.75,3.75,146.516738892,1340.04016113,0.917355358601,417.502456665,510.227249146,2225.40732422,173.861618042,582.671081543
sub-6,0,task-objectviewing_run-08,72.2141317688,1.42272039275,1.042777374,0.564214115675,41.3850135803,0.148280478363,0,0.0,15.7319,15.3256,17.2221,14.7517,0.0196629733094,0.0661719143391,0.0466779470444,54.4379577637,0.00722256198347,func,0.00377998024793,121,40,64,64,2.44099096136,2.5,3.5,3.75,3.75,147.29800415,1331.09570312,1.55371892452,413.671890259,508.807833862,2217.0230835,173.115158081,582.827087402
sub-6,0,task-objectviewing_run-09,71.2575783574,1.40942287042,1.04793965217,0.564656688046,40.9804840088,0.138700219851,0,0.0,15.7456,15.3724,17.263,14.7103,0.0275443486931,0.0668470188975,0.0471375770867,53.4682922363,0.00754578512397,func,0.00380005107438,121,40,64,64,2.4487523431,2.5,3.5,3.75,3.75,147.937225342,1330.77233887,1.44628095627,415.245437622,510.305755615,2212.41391602,173.969924927,580.583618164
sub-6,0,task-objectviewing_run-10,74.7222359498,1.3590410075,1.04050601567,0.564991455615,54.4610061646,0.147215943491,0,0.0,15.9845,15.5609,17.3515,15.126,0.0136615569926,0.0493554323912,0.0457590967417,42.9595718384,0.00530181818182,func,0.00405488512397,121,40,64,64,2.27991411914,2.5,3.5,3.75,3.75,129.024032593,1268.94494629,0.818181812763,403.404956055,414.314025879,2186.2,139.962921143,588.12322998
sub-6,0,task-objectviewing_run-11,71.8859802721,1.38380513142,1.040579354,0.565180289842,40.9324684143,0.145069990058,0,0.0,15.7782,15.3084,17.4079,14.7401,0.0203497193076,0.0675854831934,0.0477543286979,52.9574775696,0.00656611570248,func,0.00386085206612,121,40,64,64,2.44945268312,2.5,3.5,3.75,3.75,148.611618042,1328.28674316,2.75206589699,413.733874512,511.655343628,2209.32050781,173.661437988,579.650024414
sub-6,0,task-objectviewing_run-12,74.8879044533,1.37786234608,1.03368238942,0.564942878148,40.8605003357,0.142781661167,0,0.0,15.7799,15.2722,17.5347,14.6728,0.0291228649045,0.0668334960938,0.0468111820519,50.8884620667,0.00520429752066,func,0.00405490727273,121,40,64,64,2.45804358573,2.5,3.5,3.75,3.75,147.248153687,1330.78088379,0.917355358601,412.958648682,509.570233154,2208.33886719,173.881362915,579.394104004
